Unnamed: 0,property_type,state,region,lat,lon,area_m2,price_brl,city
3191,apartment,Rio Grande do Sul,South,-29.7050498,-53.8159793,89.0,402828.51,Santa Maria
3192,house,Rio Grande do Sul,South,-29.7728595,-51.1359915,119.0,642102.63,São Leopoldo
3193,apartment,Rio Grande do Sul,South,-30.0517501,-51.1820694,166.0,628820.41,Porto Alegre
3194,house,Rio Grande do Sul,South,-30.080242,-51.225227,162.0,705707.14,Porto Alegre
3195,house,Rio Grande do Sul,South,-30.069269,-51.166512,68.0,294447.66,Porto Alegre
3196,house,Rio Grande do Sul,South,-29.70938843,-53.73288995,141.0,489653.71,Santa Maria
3197,apartment,Rio Grande do Sul,South,-30.023415,-51.20953,118.0,463404.24,Porto Alegre
3198,apartment,Rio Grande do Sul,South,-30.051926,-51.196819,65.0,391449.36,Porto Alegre
3199,apartment,Rio Grande do Sul,South,-30.029697,-51.202991,202.0,757196.48,Porto Alegre
3200,apartment,Rio Grande do Sul,South,-30.107187,-51.238651,117.0,726908.65,Porto Alegre
3201,apartment,Rio Grande do Sul,South,-30.031719,-51.207718,63.0,549219.86,Porto Alegre
3202,apartment,Rio Grande do Sul,South,-29.7065207,-53.7229695,62.0,339363.39,Santa Maria
3203,apartment,Rio Grande do Sul,South,-30.0224742,-51.2067382,163.0,796505.87,Porto Alegre
3204,apartment,Rio Grande do Sul,South,-30.03548,-51.191505,81.0,464413.85,Porto Alegre
3205,apartment,Rio Grande do Sul,South,-30.03809,-51.20953,56.0,269494.46,Porto Alegre
3206,apartment,Rio Grande do Sul,South,-30.049242,-51.16972,73.0,287734.66,Porto Alegre
3207,apartment,Rio Grande do Sul,South,-30.032206,-51.227306,102.0,383646.22,Porto Alegre
3208,apartment,Rio Grande do Sul,South,-30.0357806,-51.2228738,,419113.8,Porto Alegre
3209,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,,252398.8,Porto Alegre
3210,apartment,Rio Grande do Sul,South,-29.981264,-51.185822,65.0,282686.67,Porto Alegre
3211,apartment,Rio Grande do Sul,South,-30.036165,-51.189587,,464129.36,Porto Alegre
3212,house,Rio Grande do Sul,South,-29.99995,-51.19146,147.0,685955.44,Porto Alegre
3213,house,Rio Grande do Sul,South,-30.0740578,-51.2160919,122.0,398790.15,Porto Alegre
3214,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,89.0,806666.67,Porto Alegre
3215,apartment,Rio Grande do Sul,South,-29.3348837,-49.7331459,150.0,658644.48,Torres
3216,apartment,Rio Grande do Sul,South,-29.683651,-53.8176003,59.0,252398.8,Santa Maria
3217,apartment,Rio Grande do Sul,South,-30.031361,-51.15786,125.0,1009595.32,Porto Alegre
3218,apartment,Rio Grande do Sul,South,-30.065382,-51.196617,62.0,318022.53,Porto Alegre
3219,apartment,Rio Grande do Sul,South,-30.128674,-51.234386,161.0,595661.23,Porto Alegre
3220,apartment,Rio Grande do Sul,South,-30.031057,-51.154961,164.0,1312473.95,Porto Alegre
3221,house,Rio Grande do Sul,South,-29.7031504,-53.7884548,95.0,353358.36,Santa Maria
3222,apartment,Rio Grande do Sul,South,-30.03035,-51.191677,,555277.43,Porto Alegre
3223,apartment,Rio Grande do Sul,South,-29.973013,-51.124569,,484091.92,Porto Alegre
3224,apartment,Rio Grande do Sul,South,-30.056164,-51.191223,75.0,301868.99,Porto Alegre
3225,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,66.0,473112.5,Porto Alegre
3226,house,Rio Grande do Sul,South,-30.0444196,-51.0000194,70.0,423206.12,Viamão
3227,apartment,Rio Grande do Sul,South,-30.067726,-51.217381,65.0,439371.85,Porto Alegre
3228,apartment,Rio Grande do Sul,South,-30.050106,-51.189552,72.0,719084.11,Porto Alegre
3229,house,Rio Grande do Sul,South,-29.7098528,-53.7280093,132.0,475869.34,Santa Maria
3230,apartment,Rio Grande do Sul,South,-30.0175164,-51.1820694,116.0,668745.53,Porto Alegre
3231,apartment,Rio Grande do Sul,South,-29.76329,-50.0188603,116.0,585565.3,Capão da Canoa
3232,apartment,Rio Grande do Sul,South,-30.030844,-51.234386,,288458.89,Porto Alegre
3233,house,Rio Grande do Sul,South,-29.6885169,-52.4383884,206.0,252398.8,Santa Cruz do Sul
3234,house,Rio Grande do Sul,South,-30.005852,-51.1311,,499749.67,Porto Alegre
3235,apartment,Rio Grande do Sul,South,-30.042521,-51.225136,66.0,475041.9,Porto Alegre
3236,apartment,Rio Grande do Sul,South,-30.049339,-51.199142,70.0,402245.44,Porto Alegre
3237,apartment,Rio Grande do Sul,South,-30.03809,-51.20953,69.0,555277.43,Porto Alegre
3238,apartment,Rio Grande do Sul,South,-30.119474,-51.250092,111.0,577915.91,Porto Alegre
3239,apartment,Rio Grande do Sul,South,-30.024433,-51.203426,143.0,934885.27,Porto Alegre
3240,apartment,Rio Grande do Sul,South,-30.051098,-51.216896,83.0,789259.47,Porto Alegre
3241,apartment,Rio Grande do Sul,South,-29.703987,-53.723953,63.0,297442.03,Santa Maria
3242,apartment,Rio Grande do Sul,South,-29.7032802,-52.4294344,201.0,555277.43,Santa Cruz do Sul
3243,apartment,Rio Grande do Sul,South,-30.018183,-51.155926,130.0,993137.02,Porto Alegre
3244,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,95.0,648782.97,Porto Alegre
3245,house,Rio Grande do Sul,South,-30.039631,-51.119343,,499749.67,Porto Alegre
3246,apartment,Rio Grande do Sul,South,-30.05295,-51.227242,69.0,761571.4,Porto Alegre
3247,apartment,Rio Grande do Sul,South,-30.107187,-51.238651,91.0,788520.85,Porto Alegre
3248,apartment,Rio Grande do Sul,South,-30.106045,-51.23962,68.0,353358.36,Porto Alegre
3249,apartment,Rio Grande do Sul,South,-29.6977831,-53.8034953,84.0,246537.53,Santa Maria
3250,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,69.0,474509.81,Porto Alegre
3251,apartment,Rio Grande do Sul,South,-29.975916,-51.193546,63.0,498065.71,Porto Alegre
3252,apartment,Rio Grande do Sul,South,-30.035332,-51.135017,74.0,484605.74,Porto Alegre
3253,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,94.0,757196.48,Porto Alegre
3254,apartment,Rio Grande do Sul,South,-30.02082459,-51.20220777,71.0,371303.49,Porto Alegre
3255,apartment,Rio Grande do Sul,South,-30.011225,-51.17012,,499749.67,Porto Alegre
3256,apartment,Rio Grande do Sul,South,-29.6981289,-53.8037744,81.0,251528.14,Santa Maria
3257,apartment,Rio Grande do Sul,South,-30.045439,-51.203999,73.0,514893.61,Porto Alegre
3258,apartment,Rio Grande do Sul,South,-29.70432601,-53.71877652,84.0,398252.92,Santa Maria
3259,apartment,Rio Grande do Sul,South,-30.045994,-51.18853,87.0,686524.82,Porto Alegre
3260,apartment,Rio Grande do Sul,South,-30.04143,-51.186394,80.0,444166.8,Porto Alegre
3261,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,107.0,757196.48,Porto Alegre
3262,apartment,Rio Grande do Sul,South,-30.038136,-51.188606,65.0,504263.57,Porto Alegre
3263,apartment,Rio Grande do Sul,South,-29.6853867,-53.8011327,128.0,262494.77,Santa Maria
3264,apartment,Rio Grande do Sul,South,-29.815346,-50.070118,86.0,646140.99,Xangri-lá
3265,apartment,Rio Grande do Sul,South,-30.00281,-51.151859,140.0,706716.72,Porto Alegre
3266,apartment,Rio Grande do Sul,South,-29.973013,-51.124569,,343262.39,Porto Alegre
3267,house,Rio Grande do Sul,South,-29.69364982,-52.40981623,176.0,403838.12,Santa Cruz do Sul
3268,apartment,Rio Grande do Sul,South,-30.046061,-51.225681,193.0,903305.55,Porto Alegre
3269,apartment,Rio Grande do Sul,South,-29.981264,-51.185822,58.0,254422.72,Porto Alegre
3270,apartment,Rio Grande do Sul,South,-30.004568,-51.16246,54.0,302878.6,Porto Alegre
3271,house,Rio Grande do Sul,South,-30.161753,-51.161156,127.0,509045.09,Porto Alegre
3272,apartment,Rio Grande do Sul,South,-30.060946,-51.166382,69.0,424030.02,Porto Alegre
3273,house,Rio Grande do Sul,South,-30.1455686,-51.1662654,121.0,454317.88,Porto Alegre
3274,apartment,Rio Grande do Sul,South,-30.104027,-51.230244,59.0,300859.38,Porto Alegre
3275,apartment,Rio Grande do Sul,South,-30.120537,-51.225018,,246321.05,Porto Alegre
3276,apartment,Rio Grande do Sul,South,-30.031996,-51.19252,149.0,1572051.09,Porto Alegre
3277,apartment,Rio Grande do Sul,South,-30.031057,-51.154961,67.0,492076.94,Porto Alegre
3278,apartment,Rio Grande do Sul,South,-30.107187,-51.238651,83.0,333166.46,Porto Alegre
3279,apartment,Rio Grande do Sul,South,-29.7004374,-53.814094,60.0,280667.49,Santa Maria
3280,apartment,Rio Grande do Sul,South,-30.038136,-51.188606,63.0,496761.29,Porto Alegre
3281,apartment,Rio Grande do Sul,South,-30.023415,-51.20953,84.0,333166.46,Porto Alegre
3282,house,Rio Grande do Sul,South,-30.017471,-51.132607,102.0,426150.18,Porto Alegre
3283,house,Rio Grande do Sul,South,-30.005585,-51.150459,241.0,1615352.55,Porto Alegre
3284,apartment,Rio Grande do Sul,South,-29.924559,-51.182068,124.0,737004.58,Canoas
3285,apartment,Rio Grande do Sul,South,-30.034742,-51.232037,93.0,494701.71,Porto Alegre
3286,apartment,Rio Grande do Sul,South,-33.692432,-53.462025,111.0,454148.07,Chuy
3287,house,Rio Grande do Sul,South,-29.6945536,-53.76222599,139.0,511360.02,Santa Maria
3288,apartment,Rio Grande do Sul,South,-29.973013,-51.124569,111.0,302878.6,Porto Alegre
3289,house,Rio Grande do Sul,South,-30.0331147,-51.1565618,128.0,489082.54,Porto Alegre
3290,house,Rio Grande do Sul,South,-29.981264,-51.185822,69.0,259513.19,Porto Alegre
3291,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,,575469.33,Porto Alegre
3292,apartment,Rio Grande do Sul,South,-30.094461,-51.221725,58.0,267542.73,Porto Alegre
3293,apartment,Rio Grande do Sul,South,-29.171028,-51.219421,87.0,267772.68,Caxias do Sul
3294,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,83.0,1137865.54,Porto Alegre
3295,apartment,Rio Grande do Sul,South,-29.6922931,-53.8163917,104.0,545181.47,Santa Maria
3296,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,190.0,1292282.02,Porto Alegre
3297,apartment,Rio Grande do Sul,South,-30.081381,-51.205845,67.0,397254.79,Porto Alegre
3298,apartment,Rio Grande do Sul,South,-30.029697,-51.202991,169.0,1100458.91,Porto Alegre
3299,apartment,Rio Grande do Sul,South,-30.072315,-51.196423,71.0,560947.75,Porto Alegre
3300,apartment,Rio Grande do Sul,South,-29.683152,-53.8145169,56.0,277638.7,Santa Maria
3301,apartment,Rio Grande do Sul,South,-30.088015,-51.237003,115.0,321051.31,Porto Alegre
3302,house,Rio Grande do Sul,South,-30.0953082,-50.9770158,250.0,307423.29,Viamão
3303,house,Rio Grande do Sul,South,-29.8824807,-51.1467379,121.0,300859.38,Canoas
3304,apartment,Rio Grande do Sul,South,-29.94697,-51.081474,90.0,312873.58,Cachoeirinha
3305,apartment,Rio Grande do Sul,South,-30.024611,-51.219997,63.0,241293.26,Porto Alegre
3306,apartment,Rio Grande do Sul,South,-30.022842,-51.193993,135.0,1638102.53,Porto Alegre
3307,house,Rio Grande do Sul,South,-30.156542,-51.221935,163.0,883343.0,Porto Alegre
3308,apartment,Rio Grande do Sul,South,-30.019669,-51.200359,169.0,1241802.26,Porto Alegre
3309,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,108.0,479101.27,Porto Alegre
3310,apartment,Rio Grande do Sul,South,-30.020849,-51.158176,100.0,1097940.43,Porto Alegre
3311,house,Rio Grande do Sul,South,-29.77620473,-51.09801292,70.0,267542.73,São Leopoldo
3312,apartment,Rio Grande do Sul,South,-30.050968,-51.202202,94.0,668745.53,Porto Alegre
3313,house,Rio Grande do Sul,South,-30.160482,-51.225506,123.0,418982.05,Porto Alegre
3314,apartment,Rio Grande do Sul,South,-30.031609,-51.166382,67.0,529007.65,Porto Alegre
3315,apartment,Rio Grande do Sul,South,-29.701227,-53.758663,88.0,290954.21,Santa Maria
3316,house,Rio Grande do Sul,South,-30.096504,-51.240231,120.0,398790.15,Porto Alegre
3317,apartment,Rio Grande do Sul,South,-30.046341,-51.198322,110.0,479101.27,Porto Alegre
3318,apartment,Rio Grande do Sul,South,-30.0481132,-51.1928695,83.0,648782.97,Porto Alegre
3319,apartment,Rio Grande do Sul,South,-30.028957,-51.216175,171.0,748595.73,Porto Alegre
3320,apartment,Rio Grande do Sul,South,-29.7513481,-50.0119857,60.0,284466.37,Capão da Canoa
3321,apartment,Rio Grande do Sul,South,-30.018183,-51.155926,94.0,999499.39,Porto Alegre
3322,apartment,Rio Grande do Sul,South,-30.110353,-51.223923,89.0,769556.41,Porto Alegre
3323,house,Rio Grande do Sul,South,-30.1519897,-51.1722142,199.0,848408.53,Porto Alegre
3324,house,Rio Grande do Sul,South,-30.03689,-51.199066,,1009595.32,Porto Alegre
3325,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,105.0,876356.1,Porto Alegre
3326,house,Rio Grande do Sul,South,-30.090792,-51.223923,,805657.06,Porto Alegre
3327,apartment,Rio Grande do Sul,South,-30.026922,-51.211262,65.0,430087.59,Porto Alegre
3328,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,90.0,448159.33,Porto Alegre
3329,apartment,Rio Grande do Sul,South,-29.6989123,-53.8108125,103.0,464413.85,Santa Maria
3330,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,105.0,1161034.64,Porto Alegre
3331,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,87.0,548970.21,Porto Alegre
3332,house,Rio Grande do Sul,South,-29.7117448,-53.8238308,197.0,374559.86,Santa Maria
3333,apartment,Rio Grande do Sul,South,-30.056164,-51.191223,88.0,321051.31,Porto Alegre
3334,apartment,Rio Grande do Sul,South,-30.049421,-51.162083,73.0,302878.6,Porto Alegre
3335,apartment,Rio Grande do Sul,South,-29.7049749,-53.8101659,,424030.02,Santa Maria
3336,apartment,Rio Grande do Sul,South,-30.030844,-51.234386,84.0,357329.71,Porto Alegre
3337,apartment,Rio Grande do Sul,South,-30.019882,-51.159306,68.0,403838.12,Porto Alegre
3338,apartment,Rio Grande do Sul,South,-30.078871,-51.237934,131.0,748595.73,Porto Alegre
3339,house,Rio Grande do Sul,South,-30.113283,-51.202099,63.0,240788.46,Porto Alegre
3340,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,68.0,469120.01,Porto Alegre
3341,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,67.0,474509.81,Porto Alegre
3342,apartment,Rio Grande do Sul,South,-30.029264,-51.191223,110.0,728633.21,Porto Alegre
3343,apartment,Rio Grande do Sul,South,-29.973013,-51.124569,69.0,279475.72,Porto Alegre
3344,house,Rio Grande do Sul,South,-29.7127534,-53.7862086,90.0,319400.84,Santa Maria
3345,house,Rio Grande do Sul,South,-30.130329,-51.229183,178.0,533000.18,Porto Alegre
3346,house,Rio Grande do Sul,South,-30.161753,-51.161156,178.0,618839.15,Porto Alegre
3347,apartment,Rio Grande do Sul,South,-30.047504,-51.204636,60.0,323070.49,Porto Alegre
3348,house,Rio Grande do Sul,South,-30.014658,-51.13533,139.0,628820.41,Porto Alegre
3349,apartment,Rio Grande do Sul,South,-30.105785,-51.250889,133.0,494701.71,Porto Alegre
3350,house,Rio Grande do Sul,South,-30.084679,-51.202564,246.0,1009595.32,Porto Alegre
3351,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,66.0,454317.88,Porto Alegre
3352,apartment,Rio Grande do Sul,South,-29.33814968,-49.726921,110.0,632410.52,Torres
3353,house,Rio Grande do Sul,South,-30.005852,-51.1311,,586645.47,Porto Alegre
3354,apartment,Rio Grande do Sul,South,-30.049339,-51.199142,,529007.65,Porto Alegre
3355,apartment,Rio Grande do Sul,South,-30.039001,-51.18441,163.0,787484.34,Porto Alegre
3356,house,Rio Grande do Sul,South,-30.158951,-51.216072,,449157.45,Porto Alegre
3357,apartment,Rio Grande do Sul,South,-29.6980179,-53.81723924,68.0,262064.4,Santa Maria
3358,apartment,Rio Grande do Sul,South,-30.008984,-51.20121,66.0,514893.61,Porto Alegre
3359,apartment,Rio Grande do Sul,South,-30.056164,-51.191223,54.0,272590.73,Porto Alegre
3360,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,107.0,484605.74,Porto Alegre
3361,apartment,Rio Grande do Sul,South,-29.99622,-51.135017,82.0,349344.66,Porto Alegre
3362,house,Rio Grande do Sul,South,-30.055239,-51.191807,168.0,524989.57,Porto Alegre
3363,house,Rio Grande do Sul,South,-30.005852,-51.1311,149.0,639073.85,Porto Alegre
3364,house,Rio Grande do Sul,South,-30.160891,-51.190681,130.0,429194.89,Porto Alegre
3365,apartment,Rio Grande do Sul,South,-30.012959,-51.192722,128.0,766562.05,Porto Alegre
3366,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,56.0,639856.74,Porto Alegre
3367,apartment,Rio Grande do Sul,South,-30.022408,-51.182068,197.0,1447285.12,Porto Alegre
3368,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,101.0,588895.33,Porto Alegre
3369,house,Rio Grande do Sul,South,-30.105619,-51.242771,199.0,499063.83,Porto Alegre
3370,apartment,Rio Grande do Sul,South,-30.107187,-51.238651,92.0,605757.2,Porto Alegre
3371,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,62.0,264503.81,Porto Alegre
3372,house,Rio Grande do Sul,South,-29.99527,-51.116348,224.0,1277603.42,Porto Alegre
3373,apartment,Rio Grande do Sul,South,-29.33136,-49.803558,122.0,706716.72,Torres
3374,apartment,Rio Grande do Sul,South,-30.04974,-51.193836,93.0,748595.73,Porto Alegre
3375,apartment,Rio Grande do Sul,South,-30.03253,-51.190845,104.0,688708.09,Porto Alegre
3376,apartment,Rio Grande do Sul,South,-30.058907,-51.155373,130.0,464413.85,Porto Alegre
3377,apartment,Rio Grande do Sul,South,-29.7024361,-52.4391874,100.0,338246.73,Santa Cruz do Sul
3378,apartment,Rio Grande do Sul,South,-30.006578,-51.1507,80.0,553258.22,Porto Alegre
3379,apartment,Rio Grande do Sul,South,-30.022511,-51.161591,122.0,1261994.16,Porto Alegre
3380,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,97.0,553960.86,Porto Alegre
3381,apartment,Rio Grande do Sul,South,-29.6913794,-53.8118334,114.0,575469.33,Santa Maria
3382,house,Rio Grande do Sul,South,-29.7662929,-51.1271982,223.0,1403337.51,São Leopoldo
3383,apartment,Rio Grande do Sul,South,-30.101278,-51.237732,60.0,325619.17,Porto Alegre
3384,house,Rio Grande do Sul,South,-30.150076,-51.213417,198.0,688708.09,Porto Alegre
3385,apartment,Rio Grande do Sul,South,-29.975916,-51.193546,66.0,418185.47,Porto Alegre
3386,house,Rio Grande do Sul,South,-30.161716,-51.202991,166.0,668745.53,Porto Alegre
3387,apartment,Rio Grande do Sul,South,-30.075409,-51.168831,99.0,292782.63,Porto Alegre
3388,apartment,Rio Grande do Sul,South,-29.6780617,-53.8093494,71.0,299438.28,Santa Maria
3389,apartment,Rio Grande do Sul,South,-29.6867291,-53.7973967,154.0,596398.25,Santa Maria
3390,house,Rio Grande do Sul,South,-30.068159,-51.229153,228.0,898539.83,Porto Alegre
3391,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,78.0,359325.95,Porto Alegre
3392,house,Rio Grande do Sul,South,-30.05175,-51.182068,213.0,1053024.7,Porto Alegre
3393,apartment,Rio Grande do Sul,South,-33.692432,-53.462025,90.0,359325.95,Chuy
3394,house,Rio Grande do Sul,South,-29.7650246,-51.1215081,,1211514.4,São Leopoldo
3395,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,78.0,608857.86,Porto Alegre
3396,apartment,Rio Grande do Sul,South,-30.076696,-51.23962,100.0,932445.89,Porto Alegre
3397,apartment,Rio Grande do Sul,South,-30.015921,-51.13546,122.0,648782.97,Porto Alegre
3398,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,106.0,638801.71,Porto Alegre
3399,house,Rio Grande do Sul,South,-30.088226,-51.069729,150.0,444665.88,Viamão
3400,apartment,Rio Grande do Sul,South,-30.022842,-51.193993,54.0,404241.69,Porto Alegre
3401,apartment,Rio Grande do Sul,South,-30.059706,-51.176842,71.0,262494.77,Porto Alegre
3402,apartment,Rio Grande do Sul,South,-30.113007,-51.219631,57.0,287734.66,Porto Alegre
3403,apartment,Rio Grande do Sul,South,-30.0100611,-51.1724037,112.0,307423.29,Porto Alegre
3404,apartment,Rio Grande do Sul,South,-30.019669,-51.200359,186.0,1075004.77,Porto Alegre
3405,apartment,Rio Grande do Sul,South,-30.022842,-51.193993,74.0,454317.88,Porto Alegre
3406,apartment,Rio Grande do Sul,South,-29.33734534,-49.72887365,,545181.47,Torres
3407,apartment,Rio Grande do Sul,South,-30.1589829,-51.1813661,81.0,338864.32,Porto Alegre
3408,apartment,Rio Grande do Sul,South,-30.019232,-51.168354,154.0,772340.41,Porto Alegre
3409,house,Rio Grande do Sul,South,-30.106369,-51.242462,190.0,656236.96,Porto Alegre
3410,apartment,Rio Grande do Sul,South,-30.061272,-51.195316,,388271.65,Porto Alegre
3411,house,Rio Grande do Sul,South,-30.084469,-51.212692,195.0,798502.15,Porto Alegre
3412,apartment,Rio Grande do Sul,South,-30.084469,-51.212692,134.0,519026.39,Porto Alegre
3413,apartment,Rio Grande do Sul,South,-30.077648,-51.206123,108.0,484605.74,Porto Alegre
3414,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,104.0,837964.14,Porto Alegre
3415,apartment,Rio Grande do Sul,South,-30.110956,-51.253216,106.0,723642.56,Porto Alegre
3416,apartment,Rio Grande do Sul,South,-30.006578,-51.1507,82.0,509793.69,Porto Alegre
3417,apartment,Rio Grande do Sul,South,-30.088345,-51.2486,79.0,1447285.12,Porto Alegre
3418,apartment,Rio Grande do Sul,South,-29.8885065,-51.1666191,64.0,280869.41,Canoas
3419,house,Rio Grande do Sul,South,-29.33136,-49.803558,120.0,254522.54,Torres
3420,apartment,Rio Grande do Sul,South,-33.692432,-53.462025,73.0,319400.84,Chuy
3421,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,109.0,666332.92,Porto Alegre
3422,apartment,Rio Grande do Sul,South,-30.029697,-51.202991,71.0,684715.56,Porto Alegre
3423,apartment,Rio Grande do Sul,South,-29.71236876,-53.73807295,100.0,319400.84,Santa Maria
3424,apartment,Rio Grande do Sul,South,-30.040722,-51.21077,70.0,419213.6,Porto Alegre
3425,apartment,Rio Grande do Sul,South,-30.057297,-51.155926,66.0,558951.47,Porto Alegre
3426,apartment,Rio Grande do Sul,South,-29.6853867,-53.8011327,106.0,383646.22,Santa Maria
3427,house,Rio Grande do Sul,South,-30.161716,-51.202991,122.0,494701.71,Porto Alegre
3428,apartment,Rio Grande do Sul,South,-30.024878,-51.204952,144.0,818464.67,Porto Alegre
3429,apartment,Rio Grande do Sul,South,-29.6829601,-53.8073542,140.0,494701.71,Santa Maria
3430,apartment,Rio Grande do Sul,South,-30.060022,-51.167828,60.0,434185.54,Porto Alegre
3431,apartment,Rio Grande do Sul,South,-29.33136,-49.803558,103.0,706716.72,Torres
3432,apartment,Rio Grande do Sul,South,-30.053726,-51.201077,181.0,637803.59,Porto Alegre
3433,apartment,Rio Grande do Sul,South,-30.016413,-51.196453,126.0,449157.45,Porto Alegre
3434,apartment,Rio Grande do Sul,South,-30.080242,-51.225227,,417217.35,Porto Alegre
3435,apartment,Rio Grande do Sul,South,-30.05051,-51.188564,69.0,543979.56,Porto Alegre
3436,apartment,Rio Grande do Sul,South,-30.060946,-51.166382,65.0,418982.05,Porto Alegre
3437,apartment,Rio Grande do Sul,South,-29.6977831,-53.8034953,87.0,252526.3,Santa Maria
3438,apartment,Rio Grande do Sul,South,-30.0228323,-51.1537003,,259513.19,Porto Alegre
3439,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,57.0,706716.72,Porto Alegre
3440,apartment,Rio Grande do Sul,South,-30.107187,-51.238651,72.0,569752.54,Porto Alegre
3441,apartment,Rio Grande do Sul,South,-30.049339,-51.199142,63.0,424030.02,Porto Alegre
3442,apartment,Rio Grande do Sul,South,-29.973013,-51.124569,80.0,595661.23,Porto Alegre
3443,apartment,Rio Grande do Sul,South,-30.088015,-51.237003,64.0,261485.16,Porto Alegre
3444,apartment,Rio Grande do Sul,South,-29.70682,-53.8195954,68.0,271490.7,Santa Maria
3445,apartment,Rio Grande do Sul,South,-30.038136,-51.188606,62.0,442170.56,Porto Alegre
3446,apartment,Rio Grande do Sul,South,-30.067726,-51.217381,74.0,379288.51,Porto Alegre
3447,house,Rio Grande do Sul,South,-29.7046212,-53.7245716,126.0,673736.18,Santa Maria
3448,apartment,Rio Grande do Sul,South,-30.018183,-51.155926,,385665.4,Porto Alegre
3449,apartment,Rio Grande do Sul,South,-30.045778,-51.171303,68.0,353358.36,Porto Alegre
3450,apartment,Rio Grande do Sul,South,-29.7648866,-51.1146889,,252398.8,São Leopoldo
3451,apartment,Rio Grande do Sul,South,-30.104027,-51.230244,67.0,287734.66,Porto Alegre
3452,house,Rio Grande do Sul,South,-30.07863,-51.128876,199.0,988146.4,Porto Alegre
3453,apartment,Rio Grande do Sul,South,-30.060946,-51.166382,63.0,323070.49,Porto Alegre
3454,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,62.0,278648.31,Porto Alegre
3455,apartment,Rio Grande do Sul,South,-29.7018978,-53.7239333,104.0,439173.95,Santa Maria
3456,house,Rio Grande do Sul,South,-30.027607,-51.214512,,555277.43,Porto Alegre
3457,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,114.0,858156.04,Porto Alegre
3458,apartment,Rio Grande do Sul,South,-30.059622,-51.218689,65.0,323070.49,Porto Alegre
3459,apartment,Rio Grande do Sul,South,-29.7059016,-53.7167863,169.0,613848.5,Santa Maria
3460,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,105.0,918277.46,Porto Alegre
3461,apartment,Rio Grande do Sul,South,-29.7004374,-53.814094,125.0,578914.03,Santa Maria
3462,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,,896520.65,Porto Alegre
3463,apartment,Rio Grande do Sul,South,-30.070068,-51.192532,184.0,743605.12,Porto Alegre
3464,house,Rio Grande do Sul,South,-30.023142,-51.114117,,648782.97,Porto Alegre
3465,house,Rio Grande do Sul,South,-30.11273,-51.243073,92.0,329382.13,Porto Alegre
3466,apartment,Rio Grande do Sul,South,-30.042519,-51.215469,71.0,504797.64,Porto Alegre
3467,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,107.0,323070.49,Porto Alegre
3468,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,,1080267.01,Porto Alegre
3469,house,Rio Grande do Sul,South,-30.041365,-51.133099,70.0,244541.25,Porto Alegre
3470,house,Rio Grande do Sul,South,-33.692432,-53.462025,,529007.65,Chuy
3471,apartment,Rio Grande do Sul,South,-30.0108106,-51.1402513,,414222.98,Porto Alegre
3472,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,74.0,577488.51,Porto Alegre
3473,apartment,Rio Grande do Sul,South,-29.718527,-53.806866,88.0,259513.19,Santa Maria
3474,apartment,Rio Grande do Sul,South,-30.046354,-51.191242,,898539.83,Porto Alegre
3475,house,Rio Grande do Sul,South,-29.89407,-51.1507,77.0,301868.99,Canoas
3476,apartment,Rio Grande do Sul,South,-30.05051,-51.188564,72.0,588895.33,Porto Alegre
3477,house,Rio Grande do Sul,South,-30.1496646,-51.2215859,62.0,249531.9,Porto Alegre
3478,apartment,Rio Grande do Sul,South,-30.081381,-51.205845,,387273.53,Porto Alegre
