id,property_type,state,region,lat,lon,area_m2,price_brl,city
1052,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,143.0,1221610.36,Porto Alegre
1053,apartment,Rio Grande do Sul,South,-29.33136,-49.803558,55.0,272590.73,Torres
1054,apartment,Rio Grande do Sul,South,-30.019669,-51.200359,,1227697.04,Porto Alegre
1055,apartment,Rio Grande do Sul,South,-29.981264,-51.185822,66.0,267542.73,Porto Alegre
1056,apartment,Rio Grande do Sul,South,-30.027906,-51.190132,115.0,1380921.47,Porto Alegre
1057,apartment,Rio Grande do Sul,South,-30.032068,-51.220879,71.0,419113.8,Porto Alegre
1058,house,Rio Grande do Sul,South,-30.014658,-51.13533,139.0,628820.41,Porto Alegre
1059,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,130.0,494701.71,Porto Alegre
1060,apartment,Rio Grande do Sul,South,-29.693582,-53.7946145,80.0,320041.71,Santa Maria
1061,apartment,Rio Grande do Sul,South,-29.94697,-51.081474,61.0,258456.37,Cachoeirinha
1062,apartment,Rio Grande do Sul,South,-30.090792,-51.223923,83.0,292782.63,Porto Alegre
1063,house,Rio Grande do Sul,South,-30.157801,-51.198315,79.0,297830.6,Porto Alegre
1064,apartment,Rio Grande do Sul,South,-29.6814833,-53.7986531,103.0,277638.7,Santa Maria
1065,apartment,Rio Grande do Sul,South,-30.006578,-51.1507,67.0,472490.6,Porto Alegre
1066,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,68.0,479557.78,Porto Alegre
1067,apartment,Rio Grande do Sul,South,-30.029697,-51.202991,101.0,560325.4,Porto Alegre
1068,house,Rio Grande do Sul,South,-29.927111,-50.111233,146.0,269494.46,Imbé
1069,apartment,Rio Grande do Sul,South,-30.0313043,-51.2337612,,738614.47,Porto Alegre
1070,apartment,Rio Grande do Sul,South,-30.042891,-51.224834,65.0,312974.53,Porto Alegre
1071,apartment,Rio Grande do Sul,South,-29.6937855,-53.796188,90.0,378598.22,Santa Maria
1072,apartment,Rio Grande do Sul,South,-30.056608,-51.167461,60.0,454317.88,Porto Alegre
1073,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,133.0,454317.88,Porto Alegre
1074,apartment,Rio Grande do Sul,South,-30.04122,-51.22538,80.0,312974.53,Porto Alegre
1075,apartment,Rio Grande do Sul,South,-29.6918977,-53.82008429,121.0,381284.76,Santa Maria
1076,apartment,Rio Grande do Sul,South,-30.005325,-51.199802,70.0,252398.8,Porto Alegre
1077,apartment,Rio Grande do Sul,South,-30.051098,-51.216896,84.0,738614.47,Porto Alegre
1078,house,Rio Grande do Sul,South,-30.11874,-51.017544,124.0,249531.9,Viamão
1079,apartment,Rio Grande do Sul,South,-30.0527,-51.225018,,604747.59,Porto Alegre
1080,apartment,Rio Grande do Sul,South,-30.019997,-51.170139,98.0,449157.45,Porto Alegre
1081,apartment,Rio Grande do Sul,South,-30.026562,-51.190315,87.0,538988.95,Porto Alegre
1082,house,Rio Grande do Sul,South,-30.119474,-51.250092,200.0,1272612.78,Porto Alegre
1083,apartment,Rio Grande do Sul,South,-29.33136,-49.803558,160.0,363454.32,Torres
1084,apartment,Rio Grande do Sul,South,-29.17247946,-51.51177779,226.0,1426558.23,Bento Gonçalves
1085,apartment,Rio Grande do Sul,South,-30.050571,-51.222179,89.0,393742.15,Porto Alegre
1086,apartment,Rio Grande do Sul,South,-29.6965606,-53.81691,,1592013.65,Santa Maria
1087,house,Rio Grande do Sul,South,-29.6835447,-53.8212009,173.0,585565.3,Santa Maria
1088,house,Rio Grande do Sul,South,-30.008654,-51.175644,154.0,588895.33,Porto Alegre
1089,house,Rio Grande do Sul,South,-30.106512,-51.121956,240.0,793511.5,Porto Alegre
1090,apartment,Rio Grande do Sul,South,-30.0353388,-51.2000099,161.0,1110554.87,Porto Alegre
1091,house,Rio Grande do Sul,South,-28.297142,-54.2778571,210.0,757196.48,Santo Ângelo
1092,apartment,Rio Grande do Sul,South,-30.049339,-51.199142,69.0,312974.53,Porto Alegre
1093,house,Rio Grande do Sul,South,-30.088015,-51.237003,250.0,868251.97,Porto Alegre
1094,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,93.0,529007.65,Porto Alegre
1095,apartment,Rio Grande do Sul,South,-30.041092,-51.221848,126.0,530037.54,Porto Alegre
1096,apartment,Rio Grande do Sul,South,-30.058289,-51.155029,59.0,298440.15,Porto Alegre
1097,apartment,Rio Grande do Sul,South,-30.041872,-51.215961,66.0,318022.53,Porto Alegre
1098,apartment,Rio Grande do Sul,South,-30.022842,-51.193993,72.0,497067.58,Porto Alegre
1099,house,Rio Grande do Sul,South,-30.1491048,-51.2097227,102.0,353358.36,Porto Alegre
1100,apartment,Rio Grande do Sul,South,-30.026922,-51.211262,156.0,959115.56,Porto Alegre
1101,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,90.0,403838.12,Porto Alegre
1102,house,Rio Grande do Sul,South,-29.61058005,-53.75532151,200.0,948221.29,Itaara
1103,house,Rio Grande do Sul,South,-29.927111,-50.111233,234.0,321051.31,Imbé
1104,apartment,Rio Grande do Sul,South,-30.046061,-51.225681,121.0,698639.97,Porto Alegre
1105,apartment,Rio Grande do Sul,South,-30.035622,-51.232117,134.0,778539.59,Porto Alegre
1106,apartment,Rio Grande do Sul,South,-29.6873064,-53.8154769,67.0,269494.46,Santa Maria
1107,apartment,Rio Grande do Sul,South,-29.7031178,-53.7196334,102.0,449157.45,Santa Maria
1108,apartment,Rio Grande do Sul,South,-30.024475,-51.196865,,757196.48,Porto Alegre
1109,apartment,Rio Grande do Sul,South,-30.03301,-51.231701,100.0,578914.03,Porto Alegre
1110,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,109.0,472490.6,Porto Alegre
1111,house,Rio Grande do Sul,South,-30.034859,-51.144165,178.0,418982.05,Porto Alegre
1112,apartment,Rio Grande do Sul,South,-30.119474,-51.250092,113.0,573923.39,Porto Alegre
1113,apartment,Rio Grande do Sul,South,-30.03689,-51.199066,162.0,1261994.16,Porto Alegre
1114,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,60.0,480567.38,Porto Alegre
1115,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,,434125.98,Porto Alegre
1116,apartment,Rio Grande do Sul,South,-30.034723,-51.232834,73.0,352348.75,Porto Alegre
1117,apartment,Rio Grande do Sul,South,-30.006691,-51.179111,71.0,323070.49,Porto Alegre
1118,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,95.0,494073.18,Porto Alegre
1119,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,100.0,757196.48,Porto Alegre
1120,apartment,Rio Grande do Sul,South,-29.6509722,-50.7757844,85.0,323070.49,Taquara
1121,house,Rio Grande do Sul,South,-29.6781357,-53.8253996,93.0,349344.66,Santa Maria
1122,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,,1247659.6,Porto Alegre
1123,apartment,Rio Grande do Sul,South,-29.3318411,-49.72841912,118.0,588594.08,Torres
1124,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,58.0,434185.54,Porto Alegre
1125,house,Rio Grande do Sul,South,-30.152267,-51.205177,143.0,383646.22,Porto Alegre
1126,house,Rio Grande do Sul,South,-30.161716,-51.202991,248.0,1487210.24,Porto Alegre
1127,apartment,Rio Grande do Sul,South,-29.6854982,-51.1277967,88.0,302878.6,Novo Hamburgo
1128,house,Rio Grande do Sul,South,-30.0678162,-51.2114925,81.0,555277.43,Porto Alegre
1129,apartment,Rio Grande do Sul,South,-29.6855157,-53.8061745,80.0,398790.15,Santa Maria
1130,apartment,Rio Grande do Sul,South,-30.053726,-51.201077,162.0,358406.32,Porto Alegre
1131,apartment,Rio Grande do Sul,South,-30.114227,-51.2486,130.0,663125.08,Porto Alegre
1132,house,Rio Grande do Sul,South,-30.047504,-51.204636,137.0,802628.28,Porto Alegre
1133,apartment,Rio Grande do Sul,South,-30.018377,-51.197815,68.0,269494.46,Porto Alegre
1134,house,Rio Grande do Sul,South,-30.05175,-51.182068,209.0,818464.67,Porto Alegre
1135,apartment,Rio Grande do Sul,South,-30.110353,-51.223923,126.0,978165.11,Porto Alegre
1136,apartment,Rio Grande do Sul,South,-30.042011,-51.210697,91.0,548970.21,Porto Alegre
1137,apartment,Rio Grande do Sul,South,-30.038136,-51.188606,66.0,374297.86,Porto Alegre
1138,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,131.0,489653.71,Porto Alegre
1139,apartment,Rio Grande do Sul,South,-30.015366,-51.193504,114.0,948221.29,Porto Alegre
1140,apartment,Rio Grande do Sul,South,-30.022511,-51.161591,,1504297.06,Porto Alegre
1141,apartment,Rio Grande do Sul,South,-30.10089825,-51.23512653,54.0,254522.54,Porto Alegre
1142,apartment,Rio Grande do Sul,South,-30.035332,-51.135017,59.0,300859.38,Porto Alegre
1143,house,Rio Grande do Sul,South,-30.150076,-51.213417,,731956.62,Porto Alegre
1144,apartment,Rio Grande do Sul,South,-30.103489,-51.253208,198.0,757196.48,Porto Alegre
1145,apartment,Rio Grande do Sul,South,-29.6918894,-53.8119816,133.0,494701.71,Santa Maria
1146,apartment,Rio Grande do Sul,South,-30.034859,-51.144165,88.0,598876.59,Porto Alegre
1147,apartment,Rio Grande do Sul,South,-30.023415,-51.20953,72.0,242302.87,Porto Alegre
1148,apartment,Rio Grande do Sul,South,-30.06321,-51.156021,55.0,446163.05,Porto Alegre
1149,apartment,Rio Grande do Sul,South,-30.04122,-51.22538,53.0,277638.7,Porto Alegre
1150,apartment,Rio Grande do Sul,South,-30.015366,-51.193504,154.0,598876.59,Porto Alegre
1151,apartment,Rio Grande do Sul,South,-30.03305556,-51.23,65.0,425356.09,Porto Alegre
1152,apartment,Rio Grande do Sul,South,-30.051098,-51.216896,85.0,698704.32,Porto Alegre
1153,apartment,Rio Grande do Sul,South,-30.0089,-51.155739,77.0,464413.85,Porto Alegre
1154,apartment,Rio Grande do Sul,South,-29.6934703,-53.79765,,454317.88,Santa Maria
1155,apartment,Rio Grande do Sul,South,-30.016413,-51.196453,68.0,349344.66,Porto Alegre
1156,apartment,Rio Grande do Sul,South,-30.022408,-51.182068,62.0,262494.77,Porto Alegre
1157,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,132.0,1444615.16,Porto Alegre
1158,apartment,Rio Grande do Sul,South,-29.69819048,-53.81025173,,282686.67,Santa Maria
1159,apartment,Rio Grande do Sul,South,-30.052401,-51.196148,55.0,323393.36,Porto Alegre
1160,apartment,Rio Grande do Sul,South,-29.6905805,-53.8135512,114.0,413934.08,Santa Maria
1161,apartment,Rio Grande do Sul,South,-30.049229,-51.201336,76.0,429078.02,Porto Alegre
1162,apartment,Rio Grande do Sul,South,-30.098846,-51.240437,74.0,499749.67,Porto Alegre
1163,apartment,Rio Grande do Sul,South,-30.078871,-51.237934,75.0,309419.57,Porto Alegre
1164,apartment,Rio Grande do Sul,South,-30.023874,-51.133713,75.0,469461.81,Porto Alegre
1165,apartment,Rio Grande do Sul,South,-29.145527,-51.213455,144.0,838427.23,Caxias do Sul
1166,apartment,Rio Grande do Sul,South,-29.975916,-51.193546,65.0,416720.29,Porto Alegre
1167,apartment,Rio Grande do Sul,South,-30.014494,-51.185703,,598876.59,Porto Alegre
1168,apartment,Rio Grande do Sul,South,-30.05051,-51.188564,93.0,474509.81,Porto Alegre
1169,apartment,Rio Grande do Sul,South,-29.7024305,-52.4259007,89.0,289753.84,Santa Cruz do Sul
1170,apartment,Rio Grande do Sul,South,-29.6882632,-53.820142,185.0,908635.8,Santa Maria
1171,apartment,Rio Grande do Sul,South,-30.107187,-51.238651,90.0,788520.85,Porto Alegre
1172,apartment,Rio Grande do Sul,South,-30.119474,-51.250092,110.0,577915.91,Porto Alegre
1173,apartment,Rio Grande do Sul,South,-29.919458,-50.224442,68.0,239550.63,Osório
1174,apartment,Rio Grande do Sul,South,-30.059143,-51.227844,203.0,658764.27,Porto Alegre
1175,apartment,Rio Grande do Sul,South,-29.6805979,-53.8195627,60.0,265018.75,Santa Maria
1176,apartment,Rio Grande do Sul,South,-29.6860884,-53.8036713,,449157.45,Santa Maria
1177,apartment,Rio Grande do Sul,South,-30.041342,-51.209351,114.0,598876.59,Porto Alegre
1178,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,107.0,484605.74,Porto Alegre
1179,house,Rio Grande do Sul,South,-29.6821086,-53.8141087,,706716.72,Santa Maria
1180,apartment,Rio Grande do Sul,South,-30.038136,-51.188606,90.0,464413.85,Porto Alegre
1181,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,117.0,646140.99,Porto Alegre
1182,apartment,Rio Grande do Sul,South,-30.002014,-51.159657,115.0,377292.23,Porto Alegre
1183,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,138.0,1393241.58,Porto Alegre
1184,house,Rio Grande do Sul,South,-30.093275,-51.202991,174.0,540133.5,Porto Alegre
1185,apartment,Rio Grande do Sul,South,-30.105619,-51.242771,56.0,269494.46,Porto Alegre
1186,apartment,Rio Grande do Sul,South,-30.032684,-51.198807,76.0,333166.46,Porto Alegre
1187,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,241.0,1292282.02,Porto Alegre
1188,apartment,Rio Grande do Sul,South,-30.048586,-51.193619,73.0,582906.56,Porto Alegre
1189,house,Rio Grande do Sul,South,-30.083546,-51.211407,,726908.65,Porto Alegre
1190,apartment,Rio Grande do Sul,South,-30.041872,-51.215961,59.0,465180.13,Porto Alegre
1191,apartment,Rio Grande do Sul,South,-30.019489,-51.167549,104.0,848408.53,Porto Alegre
1192,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,58.0,656236.96,Porto Alegre
1193,apartment,Rio Grande do Sul,South,-30.031719,-51.207718,67.0,424030.02,Porto Alegre
1194,apartment,Rio Grande do Sul,South,-30.060946,-51.166382,77.0,302878.6,Porto Alegre
1195,house,Rio Grande do Sul,South,-29.984089,-51.12841,199.0,484605.74,Porto Alegre
1196,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,132.0,1602431.1,Porto Alegre
1197,apartment,Rio Grande do Sul,South,-30.023867,-50.245049,189.0,624229.05,Tramandaí
1198,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,,580517.3,Porto Alegre
1199,apartment,Rio Grande do Sul,South,-29.68557276,-53.79927636,73.0,316003.32,Santa Maria
1200,apartment,Rio Grande do Sul,South,-29.68899993,-53.79955571,81.0,401746.36,Santa Maria
1201,apartment,Rio Grande do Sul,South,-30.019247,-51.195488,73.0,580517.3,Porto Alegre
1202,apartment,Rio Grande do Sul,South,-30.023415,-51.20953,,392732.58,Porto Alegre
1203,apartment,Rio Grande do Sul,South,-30.027906,-51.190132,124.0,1227697.04,Porto Alegre
1204,apartment,Rio Grande do Sul,South,-29.6858073,-53.8074871,88.0,239550.63,Santa Maria
1205,house,Rio Grande do Sul,South,-29.145527,-51.213455,207.0,634809.18,Caxias do Sul
1206,apartment,Rio Grande do Sul,South,-29.14562445,-51.52948809,125.0,488626.96,Bento Gonçalves
1207,apartment,Rio Grande do Sul,South,-30.032816,-51.216465,73.0,328383.98,Porto Alegre
1208,house,Rio Grande do Sul,South,-29.946451,-51.111507,251.0,1211514.4,Cachoeirinha
1209,house,Rio Grande do Sul,South,-30.162922,-51.218388,,454317.88,Porto Alegre
1210,apartment,Rio Grande do Sul,South,-30.045778,-51.171303,80.0,429194.89,Porto Alegre
1211,house,Rio Grande do Sul,South,-30.030844,-51.234386,104.0,706716.72,Porto Alegre
1212,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,104.0,777388.41,Porto Alegre
1213,apartment,Rio Grande do Sul,South,-30.029697,-51.202991,105.0,678726.79,Porto Alegre
1214,apartment,Rio Grande do Sul,South,-29.70825,-53.722248,,600709.23,Santa Maria
1215,apartment,Rio Grande do Sul,South,-30.045527,-51.19289,94.0,656236.96,Porto Alegre
1216,apartment,Rio Grande do Sul,South,-30.098846,-51.240437,63.0,272590.73,Porto Alegre
1217,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,141.0,598876.59,Porto Alegre
1218,apartment,Rio Grande do Sul,South,-30.041872,-51.215961,,323070.49,Porto Alegre
1219,apartment,Rio Grande do Sul,South,-30.031719,-51.207718,103.0,323070.49,Porto Alegre
1220,apartment,Rio Grande do Sul,South,-29.68768549,-53.81949154,85.0,333166.46,Santa Maria
1221,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,108.0,918277.46,Porto Alegre
1222,house,Rio Grande do Sul,South,-29.7527413,-51.1078731,64.0,323070.49,São Leopoldo
1223,house,Rio Grande do Sul,South,-30.002295,-51.123158,207.0,1097940.43,Porto Alegre
1224,house,Rio Grande do Sul,South,-30.1581539,-51.2128832,115.0,373550.26,Porto Alegre
1225,apartment,Rio Grande do Sul,South,-30.057297,-51.155926,69.0,429078.02,Porto Alegre
1226,house,Rio Grande do Sul,South,-29.6968386,-53.7888532,240.0,1312473.95,Santa Maria
1227,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,123.0,953211.93,Porto Alegre
1228,apartment,Rio Grande do Sul,South,-29.6897817,-53.8084522,66.0,333166.46,Santa Maria
1229,apartment,Rio Grande do Sul,South,-29.70672709,-52.41935216,128.0,343262.39,Santa Cruz do Sul
1230,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,64.0,353358.36,Porto Alegre
1231,apartment,Rio Grande do Sul,South,-30.03689,-51.199066,152.0,698689.35,Porto Alegre
1232,apartment,Rio Grande do Sul,South,-30.03764,-51.189133,97.0,638801.71,Porto Alegre
1233,apartment,Rio Grande do Sul,South,-30.088015,-51.237003,107.0,618839.15,Porto Alegre
1234,house,Rio Grande do Sul,South,-30.158951,-51.216072,83.0,350842.43,Porto Alegre
1235,apartment,Rio Grande do Sul,South,-30.020681,-51.201683,91.0,696620.79,Porto Alegre
1236,apartment,Rio Grande do Sul,South,-30.024878,-51.204952,97.0,503788.07,Porto Alegre
1237,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,,1197753.22,Porto Alegre
1238,apartment,Rio Grande do Sul,South,-30.029264,-51.191223,,656236.96,Porto Alegre
1239,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,65.0,349344.66,Porto Alegre
1240,apartment,Rio Grande do Sul,South,-30.036882,-51.200722,62.0,265523.55,Porto Alegre
1241,apartment,Rio Grande do Sul,South,-30.038013,-51.162582,125.0,484605.74,Porto Alegre
1242,apartment,Rio Grande do Sul,South,-29.6944266,-53.8125005,85.0,396770.94,Santa Maria
1243,apartment,Rio Grande do Sul,South,-30.037214,-51.164005,206.0,595661.23,Porto Alegre
1244,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,98.0,581908.43,Porto Alegre
1245,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,69.0,535085.5,Porto Alegre
1246,house,Rio Grande do Sul,South,-30.03689,-51.199066,229.0,1267042.16,Porto Alegre
1247,apartment,Rio Grande do Sul,South,-30.002981,-51.189289,70.0,464129.36,Porto Alegre
1248,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,66.0,428573.21,Porto Alegre
1249,apartment,Rio Grande do Sul,South,-30.053726,-51.201077,75.0,489082.54,Porto Alegre
1250,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,68.0,399251.07,Porto Alegre
1251,apartment,Rio Grande do Sul,South,-29.6797225,-53.8104544,,242302.87,Santa Maria
1252,apartment,Rio Grande do Sul,South,-30.031057,-51.154961,165.0,1312473.95,Porto Alegre
1253,apartment,Rio Grande do Sul,South,-30.070068,-51.192532,63.0,439176.16,Porto Alegre
1254,apartment,Rio Grande do Sul,South,-30.055731,-51.221252,85.0,757196.48,Porto Alegre
1255,apartment,Rio Grande do Sul,South,-30.030418,-51.187057,81.0,688708.09,Porto Alegre
1256,apartment,Rio Grande do Sul,South,-30.10965,-51.254257,70.0,514893.61,Porto Alegre
1257,house,Rio Grande do Sul,South,-30.161716,-51.202991,139.0,483596.17,Porto Alegre
1258,apartment,Rio Grande do Sul,South,-29.6956853,-53.8120199,83.0,408164.22,Santa Maria
1259,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,90.0,666332.92,Porto Alegre
1260,house,Rio Grande do Sul,South,-30.084738,-51.192532,251.0,795507.74,Porto Alegre
1261,apartment,Rio Grande do Sul,South,-30.128086,-51.218689,69.0,242302.87,Porto Alegre
1262,house,Rio Grande do Sul,South,-30.162922,-51.218388,,300859.38,Porto Alegre
1263,apartment,Rio Grande do Sul,South,-30.009182,-51.161926,123.0,585565.3,Porto Alegre
1264,house,Rio Grande do Sul,South,-30.104361,-51.252487,231.0,1211514.4,Porto Alegre
1265,apartment,Rio Grande do Sul,South,-30.070107,-51.208324,77.0,328383.98,Porto Alegre
1266,apartment,Rio Grande do Sul,South,-30.114227,-51.2486,106.0,469120.01,Porto Alegre
1267,house,Rio Grande do Sul,South,-30.106033,-51.214893,199.0,988146.4,Porto Alegre
1268,apartment,Rio Grande do Sul,South,-29.153448,-51.175533,200.0,698689.35,Caxias do Sul
1269,apartment,Rio Grande do Sul,South,-30.067726,-51.217381,56.0,368502.29,Porto Alegre
1270,apartment,Rio Grande do Sul,South,-30.050968,-51.202202,56.0,398790.15,Porto Alegre
1271,apartment,Rio Grande do Sul,South,-30.029264,-51.191223,112.0,636805.43,Porto Alegre
1272,house,Rio Grande do Sul,South,-30.002295,-51.123158,210.0,796505.87,Porto Alegre
1273,apartment,Rio Grande do Sul,South,-29.973013,-51.124569,64.0,477105.03,Porto Alegre
1274,apartment,Rio Grande do Sul,South,-29.70239773,-53.7141691,81.0,349344.66,Santa Maria
1275,apartment,Rio Grande do Sul,South,-30.025372,-51.192101,75.0,888333.61,Porto Alegre
1276,apartment,Rio Grande do Sul,South,-30.039001,-51.18441,,545181.47,Porto Alegre
1277,house,Rio Grande do Sul,South,-30.039379,-51.21991,162.0,1247659.6,Porto Alegre
1278,apartment,Rio Grande do Sul,South,-30.033701,-51.204384,,979307.46,Porto Alegre
1279,house,Rio Grande do Sul,South,-30.039001,-51.18441,227.0,778539.59,Porto Alegre
1280,apartment,Rio Grande do Sul,South,-30.031385,-51.211151,113.0,548970.21,Porto Alegre
1281,apartment,Rio Grande do Sul,South,-29.7157164,-52.4225323,80.0,289572.13,Santa Cruz do Sul
1282,apartment,Rio Grande do Sul,South,-29.7229786,-52.4258488,127.0,537104.72,Santa Cruz do Sul
1283,apartment,Rio Grande do Sul,South,-29.6865886,-53.8008685,,477070.13,Santa Maria
1284,house,Rio Grande do Sul,South,-30.069742,-51.211456,235.0,605757.2,Porto Alegre
1285,apartment,Rio Grande do Sul,South,-29.663378,-49.998238,60.0,403838.12,Capão da Canoa
1286,house,Rio Grande do Sul,South,-30.149693,-51.212475,239.0,958202.55,Porto Alegre
1287,apartment,Rio Grande do Sul,South,-30.049839,-51.218689,76.0,276481.35,Porto Alegre
1288,house,Rio Grande do Sul,South,-29.956108,-50.978432,68.0,239550.63,Gravataí
1289,apartment,Rio Grande do Sul,South,-30.0015869,-51.1436098,105.0,529007.65,Porto Alegre
1290,apartment,Rio Grande do Sul,South,-29.6834474,-53.8095961,73.0,321420.82,Santa Maria
1291,apartment,Rio Grande do Sul,South,-30.059143,-51.227844,84.0,292782.63,Porto Alegre
1292,apartment,Rio Grande do Sul,South,-30.055977,-51.208221,63.0,402828.51,Porto Alegre
1293,apartment,Rio Grande do Sul,South,-30.007427,-51.153713,93.0,751590.13,Porto Alegre
1294,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,167.0,964163.56,Porto Alegre
1295,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,90.0,768558.29,Porto Alegre
1296,house,Rio Grande do Sul,South,-30.128128,-51.2100712,101.0,292782.63,Porto Alegre
1297,house,Rio Grande do Sul,South,-30.129536,-51.232632,174.0,563097.72,Porto Alegre
1298,apartment,Rio Grande do Sul,South,-30.035332,-51.135017,74.0,424030.02,Porto Alegre
1299,apartment,Rio Grande do Sul,South,-30.046061,-51.225681,73.0,655570.24,Porto Alegre
1300,apartment,Rio Grande do Sul,South,-30.024611,-51.219997,64.0,241293.26,Porto Alegre
1301,apartment,Rio Grande do Sul,South,-29.6817251,-53.8146577,62.0,272590.73,Santa Maria
1302,house,Rio Grande do Sul,South,-30.088015,-51.237003,219.0,1197753.22,Porto Alegre
1303,house,Rio Grande do Sul,South,-29.69261899,-53.85135413,110.0,323070.49,Santa Maria
1304,apartment,Rio Grande do Sul,South,-30.059143,-51.227844,100.0,393742.15,Porto Alegre
1305,apartment,Rio Grande do Sul,South,-29.6991456,-53.718306,90.0,353358.36,Santa Maria
1306,house,Rio Grande do Sul,South,-30.06694,-51.199432,196.0,545181.47,Porto Alegre
1307,apartment,Rio Grande do Sul,South,-30.026278,-51.221321,93.0,271581.13,Porto Alegre
1308,apartment,Rio Grande do Sul,South,-30.056164,-51.191223,94.0,656767.99,Porto Alegre
1309,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,87.0,333166.46,Porto Alegre
1310,house,Rio Grande do Sul,South,-30.113007,-51.219631,166.0,535085.5,Porto Alegre
1311,apartment,Rio Grande do Sul,South,-30.036165,-51.189587,80.0,454317.88,Porto Alegre
1312,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,66.0,276481.35,Porto Alegre
1313,apartment,Rio Grande do Sul,South,-30.04122,-51.22538,91.0,298840.2,Porto Alegre
1314,apartment,Rio Grande do Sul,South,-30.041164,-51.198071,74.0,371303.49,Porto Alegre
1315,apartment,Rio Grande do Sul,South,-30.038136,-51.188606,88.0,656236.96,Porto Alegre
1316,apartment,Rio Grande do Sul,South,-30.038136,-51.188606,124.0,898314.91,Porto Alegre
1317,apartment,Rio Grande do Sul,South,-30.098661,-51.245811,58.0,318402.71,Porto Alegre
1318,apartment,Rio Grande do Sul,South,-30.078106,-51.205128,69.0,429194.89,Porto Alegre
1319,apartment,Rio Grande do Sul,South,-29.69887414,-53.81047396,53.0,277638.7,Santa Maria
1320,apartment,Rio Grande do Sul,South,-29.76752526,-51.12886906,69.0,306795.83,São Leopoldo
1321,house,Rio Grande do Sul,South,-30.185879,-51.153313,105.0,353358.36,Porto Alegre
1322,apartment,Rio Grande do Sul,South,-29.7029243,-52.4295298,77.0,355377.54,Santa Cruz do Sul
1323,apartment,Rio Grande do Sul,South,-30.030441,-51.227158,87.0,282686.67,Porto Alegre
1324,apartment,Rio Grande do Sul,South,-29.7676734,-50.0225528,,807676.27,Capão da Canoa
1325,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,87.0,998127.67,Porto Alegre
1326,apartment,Rio Grande do Sul,South,-30.055731,-51.221252,90.0,908635.8,Porto Alegre
1327,apartment,Rio Grande do Sul,South,-30.093275,-51.202991,64.0,302878.6,Porto Alegre
1328,apartment,Rio Grande do Sul,South,-30.090792,-51.223923,,239550.63,Porto Alegre
1329,apartment,Rio Grande do Sul,South,-30.110353,-51.223923,,278477.6,Porto Alegre
1330,apartment,Rio Grande do Sul,South,-29.33342181,-49.72447091,124.0,688708.09,Torres
1331,apartment,Rio Grande do Sul,South,-30.063021,-51.190102,87.0,398790.15,Porto Alegre
1332,apartment,Rio Grande do Sul,South,-29.99527,-51.116348,146.0,645131.42,Porto Alegre
1333,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,67.0,666332.92,Porto Alegre
1334,apartment,Rio Grande do Sul,South,-30.035479,-51.201538,71.0,403838.12,Porto Alegre
1335,house,Rio Grande do Sul,South,-30.090792,-51.223923,119.0,330137.67,Porto Alegre
1336,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,73.0,383646.22,Porto Alegre
1337,apartment,Rio Grande do Sul,South,-30.055332,-51.147655,80.0,474509.81,Porto Alegre
1338,house,Rio Grande do Sul,South,-30.161753,-51.161156,179.0,618839.15,Porto Alegre
